상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220806603270,디오슬로,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150572,포남2동,5115011100,포남동,5.11501110010305E+018,1,대지,305,2,강원특별자치도 강릉시 포남동 305-2,511504460246,강원특별자치도 강릉시 난설헌로78번길,11,,4215011100103050002000001,,강원특별자치도 강릉시 난설헌로78번길 11,210957,25471,,,,128.90317915476,37.782479769247
MA010120220806602259,하루커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130620,태장2동,5113011200,태장동,5.11301120011969E+018,1,대지,1969,,강원특별자치도 원주시 태장동 1969,511303219073,강원특별자치도 원주시 북원로,2852,,4213011200119690000015291,,강원특별자치도 원주시 북원로 2852,220962,26312,,1,,127.95298871819,37.397875028785
MA010120220806596841,메가엠지씨커피속초,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210560,교동,5121010600,교동,5.1210106001062E+018,1,대지,620,68,강원특별자치도 속초시 교동 620-68,512103223023,강원특별자치도 속초시 미시령로,3395,,4221010600106200032002289,,강원특별자치도 속초시 미시령로 3395,217801,24815,,1,,128.57749361852,38.207915540534
MA010120220806594237,강릉원주대학교소비자생활협동조합해람카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150580,초당동,5115011200,초당동,5.11501120010057E+018,1,대지,57,17,강원특별자치도 강릉시 초당동 57-17,511504460947,강원특별자치도 강릉시 초당순두부길,86,,4215011200100570017017119,,강원특별자치도 강릉시 초당순두부길 86,210120,25468,,,,128.91570214698,37.790852660469
MA010120220806599042,이디야커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210580,조양동,5121010800,조양동,5.12101080011547E+018,1,대지,1547,8,강원특별자치도 속초시 조양동 1547-8,512103223008,강원특별자치도 속초시 엑스포로,45,,4221010800115470008000001,,강원특별자치도 속초시 엑스포로 45,217813,24872,,,,128.58632168839,38.191023649691
MA010120220806617266,가비네,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51230,삼척시,51230253,원덕읍,5123025331,원덕읍,5.12302533110591E+018,1,대지,591,,강원특별자치도 삼척시 원덕읍 기곡리 591,512303224001,강원특별자치도 삼척시 원덕읍 가곡천로,2048,,4223025331105910000000004,기실마을봉도펜션,강원특별자치도 삼척시 원덕읍 가곡천로 2048,245802,25959,,,,129.25659259895,37.145739164155
MA010120220806620229,행구포장마차,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130650,행구동,5113011400,행구동,5.11301140011534E+018,1,대지,1534,1,강원특별자치도 원주시 행구동 1534-1,511303219058,강원특별자치도 원주시 행구로,281,,4213011400115340001035159,,강원특별자치도 원주시 행구로 281,220160,26454,,1,,127.98740134056,37.343123325681
MA010120220806638622,커피콩,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51810,인제군,51810250,인제읍,5181025022,인제읍,5.18102502210376E+018,1,대지,376,44,강원특별자치도 인제군 인제읍 남북리 376-44,518104499158,강원특별자치도 인제군 인제읍 인제로112번길,12,,4281025022103760044000001,,강원특별자치도 인제군 인제읍 인제로112번길 12,252805,24624,,,,128.16518358221,38.06303401742
MA010120220806638654,강촌걸리버여행기,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51110,춘천시,51110400,남산면,5111040027,남산면,5.1110400271057E+018,1,대지,570,1,강원특별자치도 춘천시 남산면 강촌리 570-1,511104454304,강원특별자치도 춘천시 남산면 북한강변길,910,44,4211040027105700001037019,,강원특별자치도 춘천시 남산면 북한강변길 910-44,200911,24465,,,,127.61542074968,37.825770165145
MA010120220806639907,써니사이드업,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51830,양양군,51830340,현남면,5183034038,현남면,5.18303403810581E+018,1,대지,581,22,강원특별자치도 양양군 현남면 남애리 581-22,518304505010,강원특별자치도 양양군 현남면 갯마을길,42,33,4283034038105810022001385,,강원특별자치도 양양군 현남면 갯마을길 42-33,215841,25057,,,,128.77888654291,37.948351198672
MA010120220806633353,텀블러,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51830,양양군,51830350,강현면,5183035025,강현면,5.18303502510007E+018,1,대지,7,7,강원특별자치도 양양군 강현면 물치리 7-7,518302000023,강원특별자치도 양양군 강현면 동해대로,3598,,4283035025100070007020275,,강원특별자치도 양양군 강현면 동해대로 3598,215852,25061,,,,128.6095480489,38.157542354815
MA010120220806633634,고릴라,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110400,남산면,5111040027,남산면,5.11104002710198E+018,1,대지,198,5,강원특별자치도 춘천시 남산면 강촌리 198-5,511103350180,강원특별자치도 춘천시 남산면 강촌로,123,,4211040027101980005056853,,강원특별자치도 춘천시 남산면 강촌로 123,200911,24465,,,,127.63665668701,37.808510672372
MA010120220806632456,굿샷,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51150,강릉시,51150550,교1동,5115011000,교동,5.11501100011886E+018,1,대지,1886,1,강원특별자치도 강릉시 교동 1886-1,511504460572,강원특별자치도 강릉시 솔올로5번길,40,1,4215011000118860001000001,,강원특별자치도 강릉시 솔올로5번길 40-1,210924,25515,,4,,128.87592841796,37.763809126445
MA010120220806632487,요거프레소철원갈말점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51780,철원군,51780256,갈말읍,5178025624,갈말읍,5.17802562410382E+018,1,대지,382,5,강원특별자치도 철원군 갈말읍 군탄리 382-5,517803230002,강원특별자치도 철원군 갈말읍 군탄로,89,,4278025624103820003000001,,강원특별자치도 철원군 갈말읍 군탄로 89,269802,24034,,2,,127.31019335194,38.150440223089
MA010120220806626013,씨엔비,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210580,조양동,5121010800,조양동,5.1210108001129E+018,1,대지,1290,12,강원특별자치도 속초시 조양동 1290-12,512102000023,강원특별자치도 속초시 동해대로,3915,,4221010800112880022000001,클래스300호텔,강원특별자치도 속초시 동해대로 3915,217811,24894,,1,,128.60036676984,38.184501725044
MA010120220806629533,"카페,느릅재",,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51170,동해시,51170550,동호동,5117011100,발한동,5.11701110010639E+018,1,대지,639,9,강원특별자치도 동해시 발한동 639-9,511704463049,강원특별자치도 동해시 느릅재길,64,,4217011100106400003000001,,강원특별자치도 동해시 느릅재길 64,240043,25740,,,,129.09644148122,37.545790390038
MA010120220806627511,띠아모원주삼광점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130635,봉산동,5113011300,봉산동,5.11301130011193E+018,1,대지,1193,10,강원특별자치도 원주시 봉산동 1193-10,511304457321,강원특별자치도 원주시 삼광2길,1,,4213011300111930010006314,,강원특별자치도 원주시 삼광2길 1,220950,26331,,1,,127.96453548447,37.342154490316
MA010120220806654422,강릉야행북카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150520,중앙동,5115010700,용강동,5.11501070010029E+018,1,대지,29,,강원특별자치도 강릉시 용강동 29,511504460837,강원특별자치도 강릉시 임영로155번길,6,,4215010700100290000013846,서부시장,강원특별자치도 강릉시 임영로155번길 6,210070,25528,,1,,128.89077167587,37.755111132984
MA010120220806656745,바우까페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150360,사천면,5115036025,사천면,5.11503602510266E+018,1,대지,266,34,강원특별자치도 강릉시 사천면 사천진리 266-34,511504460926,강원특별자치도 강릉시 사천면 진리해변길,109,1,4215036025102660034000001,,강원특별자치도 강릉시 사천면 진리해변길 109-1,210853,25435,,1,,128.87546622674,37.841038629521
MA010120220806652439,니어브릿지상장점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51190,태백시,51190540,상장동,5119010100,황지동,5.11901010010208E+018,1,대지,208,62,강원특별자치도 태백시 황지동 208-62,511903222002,강원특별자치도 태백시 고원로,33,2,4219010100102080062000001,,강원특별자치도 태백시 고원로 33-2,235800,26038,,,,128.98834650446,37.15832695681
MA010120220806643946,이디야,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150540,옥천동,5115010900,옥천동,5.11501090010217E+018,1,대지,217,8,강원특별자치도 강릉시 옥천동 217-8,511503220025,강원특별자치도 강릉시 옥천로,62,,4215010900102170008012441,,강원특별자치도 강릉시 옥천로 62,210933,25551,,1,,128.89918077546,37.759795658208
MA010120220806670532,컴포즈커피원주,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130650,행구동,5113011400,행구동,5.1130114001171E+018,1,대지,1710,,강원특별자치도 원주시 행구동 1710,511304457431,강원특별자치도 원주시 영랑길,2,,4213011400117100000000001,,강원특별자치도 원주시 영랑길 2,220160,26456,,,,127.9712623924,37.341417402727
MA010120220806672414,투썸플레이스영월,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51750,영월군,51750250,영월읍,5175025021,영월읍,5.17502502110947E+018,1,대지,947,54,강원특별자치도 영월군 영월읍 영흥리 947-54,517503227034,강원특별자치도 영월군 영월읍 중앙로,32,1,4275025021109470054018209,,강원특별자치도 영월군 영월읍 중앙로 32-1,230805,26236,,1,,128.467304662,37.18344231136
MA010120220806668166,이디야강릉,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150572,포남2동,5115011100,포남동,5.11501110011291E+018,1,대지,1291,2,강원특별자치도 강릉시 포남동 1291-2,511504460996,강원특별자치도 강릉시 하평1길,16,5,4215011100112910002022705,,강원특별자치도 강릉시 하평1길 16-5,210953,25566,,,,128.91197407351,37.771122277475
MA010120220806659718,바탕,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130675,반곡관설동,5113011700,반곡동,5.11301170011924E+018,1,대지,1924,8,강원특별자치도 원주시 반곡동 1924-8,511303219088,강원특별자치도 원주시 황금로,11,,4213011700119240008000001,,강원특별자치도 원주시 황금로 11,220170,26462,,2,,127.98808096274,37.3277053338
MA010120220806689107,분덕스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110400,남산면,5111040022,남산면,5.11104002210794E+018,1,대지,794,14,강원특별자치도 춘천시 남산면 광판리 794-14,511103218040,강원특별자치도 춘천시 남산면 충효로,94,,4211040022107940014000001,,강원특별자치도 춘천시 남산면 충효로 94,200913,24466,,,,127.69336090471,37.734407881409
MA010120220806686909,바닷가마을,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51820,고성군,51820320,죽왕면,5182032024,죽왕면,5.18203202410049E+018,1,대지,49,,강원특별자치도 고성군 죽왕면 공현진리 49,518204502376,강원특별자치도 고성군 죽왕면 공현진해변길,87,1,4282032024100490000008740,,강원특별자치도 고성군 죽왕면 공현진해변길 87-1,219821,24745,,,,128.51085048785,38.3557025462
MA010120220806681897,이음,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51170,동해시,51170530,북삼동,5117010700,동회동,5.11701070010339E+018,1,대지,339,1,강원특별자치도 동해시 동회동 339-1,511704463085,강원특별자치도 동해시 동회길,2,,4217010700103390001000001,,강원특별자치도 동해시 동회길 2,240180,25803,,1,,129.10114364546,37.490765012978
MA010120220806682579,BC800커피앤티,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51780,철원군,51780256,갈말읍,5178025621,갈말읍,5.17802562110563E+018,1,대지,563,24,강원특별자치도 철원군 갈말읍 신철원리 563-24,517804490117,강원특별자치도 철원군 갈말읍 명성로158번길,33,,4278025621105630024000001,,강원특별자치도 철원군 갈말읍 명성로158번길 33,269805,24041,,,,127.30978771176,38.14626633407
MA010120220806678495,가비상회,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110600,후평1동,5111012000,후평동,5.11101200010845E+018,1,대지,845,,강원특별자치도 춘천시 후평동 845,511103218017,강원특별자치도 춘천시 삭주로,113,,4211012000108450000031044,현대아파트,강원특별자치도 춘천시 삭주로 113,200959,24253,,1,,127.74383853937,37.885236134919
MA010120220806677385,쉼표로스터리카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150615,강남동,5115012100,노암동,5.11501210010211E+018,1,대지,211,,강원특별자치도 강릉시 노암동 211,511504460468,강원특별자치도 강릉시 부흥길,23,8,4215012100102110000000001,,강원특별자치도 강릉시 부흥길 23-8,210928,25590,,1,,128.90855687459,37.74694726772
MA010120220806700785,도이힐커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51760,평창군,51760380,대관령면,5176038024,대관령면,5.1760380241031E+018,1,대지,310,23,강원특별자치도 평창군 대관령면 횡계리 310-23,517604484329,강원특별자치도 평창군 대관령면 종지목길,4,2,4276038024103100023000001,,강원특별자치도 평창군 대관령면 종지목길 4-2,232954,25343,,,,128.7106552724,37.673799724535
MA010120220806700360,더좋은날평릉점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51170,동해시,51170510,천곡동,5117010200,평릉동,5.11701020010427E+018,1,대지,427,7,강원특별자치도 동해시 평릉동 427-7,511703221035,강원특별자치도 동해시 하평로,46,,4217010200104270007000001,,강원특별자치도 동해시 하평로 46,240809,25751,,1,,129.10980156797,37.530978638885
MA010120220806693819,오늘,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51770,정선군,51770340,북평면,5177034022,북평면,5.1770340221025E+018,1,대지,250,10,강원특별자치도 정선군 북평면 북평리 250-10,517704487163,강원특별자치도 정선군 북평면 북평6길,20,,4277034022102500010016989,,강원특별자치도 정선군 북평면 북평6길 20,233851,26101,,,,128.66819536389,37.448773029531
MA010120220806696932,메가엠지씨커피원주건강보험공단점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130675,반곡관설동,5113011700,반곡동,5.11301170011913E+018,1,대지,1913,1,강원특별자치도 원주시 반곡동 1913-1,511303351211,강원특별자치도 원주시 건강로,21,,4213011700119130001000001,조은빌딩,강원특별자치도 원주시 건강로 21,220170,26464,,1,,127.98777663728,37.325569659139
MA010120220806692523,이디야삼척,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51230,삼척시,51230250,도계읍,5123025030,도계읍,5.12302503010429E+018,1,대지,429,,강원특별자치도 삼척시 도계읍 도계리 429,512304472106,강원특별자치도 삼척시 도계읍 도계우회로2길,8,,4223025030103160001000001,새롬아파트,강원특별자치도 삼척시 도계읍 도계우회로2길 8,245905,25948,,지,,129.04678245522,37.236986353961
MA010120220806692584,대복다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51130,원주시,51130515,중앙동,5113010100,중앙동,5.11301010010184E+018,1,대지,184,,강원특별자치도 원주시 중앙동 184,511303219066,강원특별자치도 원주시 중앙로,58,5,4213010100101860001012041,,강원특별자치도 원주시 중앙로 58-5,220904,26429,,,,127.95274895088,37.347980568391
MA010120220806689760,이디야커피원주,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130675,반곡관설동,5113011700,반곡동,5.1130117001188E+018,1,대지,1880,5,강원특별자치도 원주시 반곡동 1880-5,511303219085,강원특별자치도 원주시 양지로,10,,4213011700118800005000001,,강원특별자치도 원주시 양지로 10,220170,26465,,,,127.97931393331,37.325018801805
MA010120220806691058,이디야춘천하이테크,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110600,후평1동,5111012000,후평동,5.11101200010558E+018,1,대지,558,1,강원특별자치도 춘천시 후평동 558-1,511104454822,강원특별자치도 춘천시 후석로420번길,7,,4211012000105580001034406,,강원특별자치도 춘천시 후석로420번길 7,200959,24232,,,,127.74492093792,37.887842453374
MA010120220806720338,커피앤,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150550,교1동,5115011000,교동,5.11501100010828E+018,1,대지,828,10,강원특별자치도 강릉시 교동 828-10,511504460676,강원특별자치도 강릉시 옛강일길,37,,4215011000108280010011484,,강원특별자치도 강릉시 옛강일길 37,210923,25502,,,,128.88853225749,37.764282415575
MA010120220806718078,보구밍샵,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210570,노학동,5121010600,교동,5.12101060010664E+018,1,대지,664,188,강원특별자치도 속초시 교동 664-188,512103223008,강원특별자치도 속초시 엑스포로,175,,4221010600106640188007862,,강원특별자치도 속초시 엑스포로 175,217803,24854,,,,128.58076775399,38.198916725089
MA010120220806720708,이디야,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130600,우산동,5113011100,우산동,5.11301110010136E+018,1,대지,136,12,강원특별자치도 원주시 우산동 136-12,511303219039,강원특별자치도 원주시 우산로,60,,4213011100101360012019158,,강원특별자치도 원주시 우산로 60,220954,26342,,1,,127.93698574623,37.369059206335
MA010120220806719891,골목안풍경,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150571,포남1동,5115011100,포남동,5.11501110011238E+018,1,대지,1238,,강원특별자치도 강릉시 포남동 1238,511504460560,강원특별자치도 강릉시 성덕포남로200번길,10,,4215011100112380000009919,,강원특별자치도 강릉시 성덕포남로200번길 10,210954,25487,,1,,128.9081213358,37.769800503126
MA010120220806710246,커피안,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51780,철원군,51780259,동송읍,5178025921,동송읍,5.17802592110698E+018,1,대지,698,1,강원특별자치도 철원군 동송읍 이평리 698-1,517804490270,강원특별자치도 철원군 동송읍 이평2로10번길,19,,4278025921106980001023119,,강원특별자치도 철원군 동송읍 이평2로10번길 19,269816,24017,,,,127.22125787641,38.205005265647
MA010120220806710237,카페청호동,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210590,청호동,5121010900,청호동,5.12101090011163E+018,1,대지,1163,,강원특별자치도 속초시 청호동 1163,512104469283,강원특별자치도 속초시 청호해안길,123,,4221010900111630000010957,,강원특별자치도 속초시 청호해안길 123,217090,24884,,,,128.59575227178,38.199562425377
MA010120220806737854,카페아몬드트리,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110610,후평2동,5111012000,후평동,5.11101200010793E+018,1,대지,793,2,강원특별자치도 춘천시 후평동 793-2,511103218049,강원특별자치도 춘천시 후석로,299,1,4211012000107930002033517,,강원특별자치도 춘천시 후석로 299-1,200961,24282,,1,,127.75103678404,37.877917209293
MA010120220806736442,코와붕가,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150550,교1동,5115011000,교동,5.11501100011804E+018,1,대지,1804,5,강원특별자치도 강릉시 교동 1804-5,511504460992,강원특별자치도 강릉시 하슬라로232번길,13,2,4215011000118040005002009,,강원특별자치도 강릉시 하슬라로232번길 13-2,210924,25508,,,,128.87749696086,37.770726309227
MA010120220806742053,맥심다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51230,삼척시,51230250,도계읍,5123025030,도계읍,5.12302503010406E+018,1,대지,406,23,강원특별자치도 삼척시 도계읍 도계리 406-23,512303224007,강원특별자치도 삼척시 도계읍 도계로,244,18,4223025030104060023000002,,강원특별자치도 삼척시 도계읍 도계로 244-18,245905,25947,,,,129.04478868947,37.231345121637
MA010120220806737562,네르하카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51820,고성군,51820330,토성면,5182033023,토성면,5.18203302310173E+018,1,대지,173,35,강원특별자치도 고성군 토성면 아야진리 173-35,518204502471,강원특별자치도 고성군 토성면 아야진해변길,109,,4282033023101730035013064,빛호프,강원특별자치도 고성군 토성면 아야진해변길 109,219833,24756,,,,128.55633907444,38.274400755213
MA010120220806732561,카페설악파크,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210600,대포동,5121011100,도문동,5.12101110010737E+018,1,대지,737,3,강원특별자치도 속초시 도문동 737-3,512103223005,강원특별자치도 속초시 설악산로,287,,4221011100107370003000002,,강원특별자치도 속초시 설악산로 287,217100,24904,,,,128.57591401409,38.16247825409
MA010120220806727290,리을커피하우스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51760,평창군,51760340,봉평면,5176034026,봉평면,5.1760340261082E+018,1,대지,820,5,강원특별자치도 평창군 봉평면 무이리 820-5,517604484260,강원특별자치도 평창군 봉평면 안흥동길,4,,4276034026108200005003635,,강원특별자치도 평창군 봉평면 안흥동길 4,232923,25306,,1,,128.31774787477,37.592578630294
MA010120220806757808,카페알로하,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150350,옥계면,5115035029,옥계면,5.11503502910464E+018,1,대지,464,1,강원특별자치도 강릉시 옥계면 금진리 464-1,511504460231,강원특별자치도 강릉시 옥계면 금진솔밭길,148,19,4215035029104640001000002,한국여성수련원,강원특별자치도 강릉시 옥계면 금진솔밭길 148-19,210831,25633,,1,,129.04575394545,37.62985736324
MA010120220806751683,기쁨이네,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51110,춘천시,51110610,후평2동,5111012000,후평동,5.11101200010688E+018,1,대지,688,6,강원특별자치도 춘천시 후평동 688-6,511104454678,강원특별자치도 춘천시 춘천로296번길,10,,4211012000106880006030476,,강원특별자치도 춘천시 춘천로296번길 10,200969,24277,,,,127.74623098285,37.880456859095
MA010120220806748273,코코힐,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130650,행구동,5113011400,행구동,5.11301140010502E+018,1,대지,502,8,강원특별자치도 원주시 행구동 502-8,511303219040,강원특별자치도 원주시 운곡로,181,1,4213011400105020008000001,,강원특별자치도 원주시 운곡로 181-1,220160,26455,,1,,128.00372203964,37.353612883026
MA010120220806750088,강릉당커피콩빵중앙시장판매점,,I2,음식,I212,비알코올 ,I21201,카페,I56191,제과점업,51,강원특별자치도,51150,강릉시,51150520,중앙동,5115010800,성남동,5.11501080010053E+018,1,대지,53,3,강원특별자치도 강릉시 성남동 53-3,511504460908,강원특별자치도 강릉시 중앙시장1길,17,,4215010800100530003000509,,강원특별자치도 강릉시 중앙시장1길 17,210050,25543,,1,,128.8993694649,37.75382044755
MA010120220806752975,마젠타,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51170,동해시,51170590,묵호동,5117012300,묵호진동,5.11701230010002E+018,1,대지,2,392,강원특별자치도 동해시 묵호진동 2-392,511703221030,강원특별자치도 동해시 일출로,181,,4217012300000020392006804,마젠타,강원특별자치도 동해시 일출로 181,240816,25709,,1,,129.12055405961,37.558466857224
MA010120220806743101,연다방,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130250,문막읍,5113025021,문막읍,5.1130250211025E+018,1,대지,250,2,강원특별자치도 원주시 문막읍 문막리 250-2,511304457223,강원특별자치도 원주시 문막읍 문막시장1길,46,10,4213025021102500001025031,,강원특별자치도 원주시 문막읍 문막시장1길 46-10,220806,26373,,2,,127.8154517748,37.306557017145
MA010120220806748669,엘방코,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150310,성산면,5115031021,성산면,5.11503102110237E+018,1,대지,237,1,강원특별자치도 강릉시 성산면 구산리 237-1,511504460208,강원특별자치도 강릉시 성산면 구산안길,28,,4215031021002370001042687,,강원특별자치도 강릉시 성산면 구산안길 28,210842,25450,,,,128.8307196882,37.716859544881
MA010120220806748918,인더무드,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130660,무실동,5113011500,무실동,5.11301150011732E+018,1,대지,1732,7,강원특별자치도 원주시 무실동 1732-7,511304457185,강원특별자치도 원주시 만대공원길,14,9,4213011500117320007000001,,강원특별자치도 원주시 만대공원길 14-9,220150,26383,,1,,127.92860366666,37.338227432351
MA010120220806741588,임대헬로우씨,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51820,고성군,51820320,죽왕면,5182032031,죽왕면,5.18203203110134E+018,1,대지,134,70,강원특별자치도 고성군 죽왕면 문암진리 134-70,518204502380,강원특별자치도 고성군 죽왕면 괘진길,53,11,4282032031101340070000001,,강원특별자치도 고성군 죽왕면 괘진길 53-11,219823,24752,,,,128.54741743748,38.296290948674
MA010120220806740999,수다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51770,정선군,51770350,임계면,5177035025,임계면,5.1770350251064E+018,1,대지,640,2,강원특별자치도 정선군 임계면 송계리 640-2,517703220058,강원특별자치도 정선군 임계면 백두대간로,1366,,4277035025107650004021816,,강원특별자치도 정선군 임계면 백두대간로 1366,233872,26110,,,,128.85003013806,37.495388731787
MA010120220806740884,카페코메르,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51110,춘천시,51110675,강남동,5111012700,송암동,5.11101270010243E+018,1,대지,243,,강원특별자치도 춘천시 송암동 243,511104454444,강원특별자치도 춘천시 스포츠타운길,91,,4211012700102430000007390,,강원특별자치도 춘천시 스포츠타운길 91,200210,24239,,1,,127.68856527653,37.852593778204
MA010120220806769626,정암148,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51830,양양군,51830350,강현면,5183035036,강현면,5.18303503610148E+018,1,대지,148,2,강원특별자치도 양양군 강현면 정암리 148-2,518302000023,강원특별자치도 양양군 강현면 동해대로,3373,,4283035036101480002000001,,강원특별자치도 양양군 강현면 동해대로 3373,215852,25003,,,,128.61487999286,38.138891378391
